x,y
0.065864772,0.10971412300000001
0.1106516125,0.10702459250000002
0.1711621356666667,0.137267629
0.20587631033333334,0.15342274416666665
0.22818665666666668,0.18443454783333332
0.23600363483333334,0.208709138
0.24063089766666668,0.23053769766666665
0.25643856083333333,0.42126162866666667
0.2634110328333333,0.386546915
0.265119523,0.35191867783333336
0.27427272033333333,0.3187086831666666
0.2956644398333333,0.35419689116666664
0.318956748,0.36700327666666666
0.34333391500000005,0.3935127356666667
0.3553459993333334,0.41610284133333336
0.3609625546666666,0.428645
0.3609713213333334,0.4320183398333333
0.3623575418333333,0.410178314
0.36468243100000003,0.3978072308333333
0.36979629083333326,0.3874590545
0.3756306168333334,0.3890323838333334
0.3820494015,0.38806296416666664
0.38772205,0.38055761683333333
0.3881492266666666,0.37240686016666663
0.390756344,0.3598297736666667
0.39226622399999994,0.3550399296666667
0.3960061071666667,0.34710323316666675
0.3912236986666667,0.33717808616666667
0.39132166416666675,0.32480417666666667
0.38773517816666664,0.3175139178333333
0.3893152823333333,0.3107873898333333
0.3887585996666667,0.3032322128333333
0.3922333171666667,0.29477630066666666
0.39120776966666665,0.28518536683333334
0.3907754821666667,0.283925558
0.3845711253333333,0.2765221348333333
0.3844671648333334,0.2697524228333333
0.3828630796666667,0.2615677911666667
0.3823141951666667,0.25792821716666664
0.3825693976666667,0.257227252
0.3817323396666667,0.2590689956666667
0.3806465071666667,0.25973375633333334
0.3794623765,0.2627619353333333
0.378554826,0.2650912501666666
0.37891995900000003,0.26506087666666667
0.3783277371666667,0.2639272661666667
0.3766892901666667,0.26334387566666667
0.3766103686666667,0.2642065238333333
0.3797306965,0.2651084066666667
